City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code,Order Processing Time,Total Discount,Profit Margin,Order Year,Order Month,Order Day of Week,Order Week of Year
Paducah,41,Max Ludwig,Corporate,0.1,1,2012-07-27,53029,Low,39,0.39,Office Supplies,Small Box,Avery 48,Labels,95.42,South,7440,223.34,2012-08-01,Regular Air,0.5,Kentucky,6.3,42003,5,22.334000000000003,0.42724097788125726,2012,7,4,30
Kansas City,41,Meg O'Connel,Corporate,0.01,1,2012-07-29,8551,Critical,34,0.37,Office Supplies,Small Box,Xerox 213,Paper,-135.74,Central,1172,225.98,2012-07-31,Regular Air,7.86,MO,6.48,64130,2,2.2598,-0.600672625896097,2012,7,6,30
Holden,41,Christy Brittain,Consumer,0.07,1,2012-07-29,32420,Medium,35,0.79,Technology,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-168.72,East,4556,175.08,2012-07-31,Regular Air,5.14,MA,5.02,1520,2,12.255600000000001,-0.9636737491432488,2012,7,6,30
Kansas City,41,Meg O'Connel,Corporate,0.1,1,2012-07-29,8551,Critical,25,0.4,Office Supplies,Small Box,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Binders and Binder Accessories,-69.874,Central,1171,185.64,2012-08-01,Regular Air,6.28,MO,7.45,64130,3,18.564,-0.376395173453997,2012,7,6,30
Springfield,41,Guy Thornton,Corporate,0.09,1,2012-07-30,28130,Low,32,0.44,Furniture,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Office Furnishings,598.2,Central,3946,1381.88,2012-07-30,Express Air,6.77,MO,46.94,65807,0,124.3692,0.4328885286710858,2012,7,0,31
Seguin,41,Cari MacIntyre,Corporate,0.05,1,2012-07-30,43399,High,35,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-33.34,Central,6132,59.66,2012-07-31,Regular Air,1.57,Texas,1.68,78155,1,2.983,-0.5588333892054979,2012,7,0,31
Sherman,42,Cari MacIntyre,Corporate,0.0,1,2012-07-30,43399,High,8,0.39,Office Supplies,Wrap Bag,White GlueTop Scratch Pads,Paper,31.94,Central,6134,124.7,2012-08-01,Regular Air,1.97,Texas,15.04,75090,2,0.0,0.2561347233360064,2012,7,0,31
Victoria,41,Edward Nazzal,Home Office,0.04,1,2012-07-30,26279,Not Specified,7,0.36,Technology,Small Pack,Accessory23,Telephones and Communication,-33.308,Central,3671,211.7435,2012-08-01,Regular Air,1.25,Texas,35.99,77901,2,8.46974,-0.15730352997848812,2012,7,0,31
Springfield,41,Guy Thornton,Corporate,0.02,1,2012-07-30,28130,Low,23,0.37,Office Supplies,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,-76.9925,Central,3945,404.24,2012-08-03,Express Air,13.18,MO,15.99,65807,4,8.0848,-0.19046234909954485,2012,7,0,31
Bangor,42,Ben Peterman,Corporate,0.03,1,2012-07-31,33959,Critical,23,0.76,Furniture,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,Tables,11.65095,East,4784,367.53,2012-08-01,Delivery Truck,27.75,Maine,15.23,4401,1,11.025899999999998,0.03170067749571464,2012,7,1,31
Woodburn,42,Rick Wilson,Consumer,0.03,1,2012-07-31,29187,Low,5,0.39,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,-24.1845,West,4094,142.3,2012-08-04,Regular Air,12.98,Oregon,24.92,97071,4,4.269,-0.1699543218552354,2012,7,1,31
Woodburn,42,Rick Wilson,Consumer,0.09,1,2012-07-31,29187,Low,8,0.37,Office Supplies,Small Box,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,-37.789,West,4095,21.93,2012-08-04,Regular Air,6.05,Oregon,2.16,97071,4,1.9737,-1.7231646146830826,2012,7,1,31
Woodburn,42,Rick Wilson,Consumer,0.03,1,2012-07-31,29187,Low,42,0.57,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",51.17,West,4098,477.53,2012-08-04,Regular Air,3.37,Oregon,10.98,97071,4,14.325899999999999,0.1071555713777145,2012,7,1,31
Woodburn,42,Rick Wilson,Consumer,0.0,1,2012-07-31,29187,Low,10,0.37,Office Supplies,Small Box,Xerox 217,Paper,-43.26,West,4097,75.58,2012-08-07,Regular Air,8.19,Oregon,6.48,97071,7,0.0,-0.5723736438211167,2012,7,1,31
Farmington Hills,42,Liz Price,Corporate,0.04,1,2012-08-01,18179,Not Specified,24,0.37,Office Supplies,Small Box,Avery 481,Labels,16.1,Central,2499,73.37,2012-08-02,Regular Air,0.99,Michigan,3.08,48336,1,2.9348,0.219435736677116,2012,8,2,31
Manteca,42,Brian Stugart,Corporate,0.03,1,2012-08-01,14311,Critical,30,0.38,Office Supplies,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders and Binder Accessories,-55.9475,West,2007,192.41,2012-08-02,Regular Air,5.19,California,6.37,95336,1,5.7722999999999995,-0.290772309131542,2012,8,2,31
Flint,42,Liz Price,Corporate,0.0,1,2012-08-01,18179,Not Specified,50,0.38,Office Supplies,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Paper,221.59,Central,2500,527.6,2012-08-03,Regular Air,1.79,Michigan,10.31,48505,2,0.0,0.4199962092494314,2012,8,2,31
Madison,42,Olvera Toch,Home Office,0.06,1,2012-08-02,39589,Critical,20,0.36,Office Supplies,Small Box,Avery 508,Labels,39.91,Central,5584,95.08,2012-08-02,Regular Air,0.5,Wisconsin,4.91,53711,0,5.7048,0.4197517879680269,2012,8,3,31
Madison,42,Olvera Toch,Home Office,0.0,1,2012-08-02,39589,Critical,42,0.35,Office Supplies,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,253.504,Central,5583,577.42,2012-08-03,Regular Air,1.49,Wisconsin,12.97,53711,1,0.0,0.4390287832080635,2012,8,3,31
Lake In The Hills,42,Nicole Hansen,Small Business,0.09,1,2012-08-02,54567,Medium,31,0.53,Furniture,Small Box,Eldon® 200 Class™ Desk Accessories,Office Furnishings,-61.59,Central,7628,196.74,2012-08-04,Regular Air,5.41,Illinois,6.28,60102,2,17.7066,-0.3130527599878012,2012,8,3,31
Mountain View,42,Grant Thornton,Corporate,0.08,1,2012-08-02,45539,Not Specified,27,0.48,Office Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,Pens & Art Supplies,13.82,West,6407,87.33,2012-08-04,Regular Air,0.85,California,3.38,94043,2,6.9864,0.15825031489751518,2012,8,3,31
Mountain View,42,Grant Thornton,Corporate,0.02,1,2012-08-02,45539,Not Specified,15,0.42,Technology,Small Pack,Maxell DVD-RAM Discs,Computer Peripherals,69.61,West,6406,269.2,2012-08-04,Express Air,1.99,California,16.48,94043,2,5.3839999999999995,0.2585809806835067,2012,8,3,31
Murray,42,Stefania Perrino,Corporate,0.08,1,2012-08-03,56516,Medium,6,0.38,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-23.805,South,7903,27.89,2012-08-04,Regular Air,5.26,Kentucky,3.98,42071,1,2.2312000000000003,-0.8535317318035138,2012,8,4,31
Terre Haute,42,Joy Smith,Consumer,0.08,1,2012-08-04,16419,Not Specified,43,0.36,Office Supplies,Small Box,Xerox 1978,Paper,-103.65,Central,2278,241.19,2012-08-05,Regular Air,5.67,Indiana,5.78,47802,1,19.2952,-0.4297441850823003,2012,8,5,31
Coon Rapids,42,Michael Granlund,Corporate,0.08,1,2012-08-04,12389,Medium,16,0.57,Office Supplies,Small Box,"SimpliFile™ Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Storage & Organization,-74.77,Central,1724,189.04,2012-08-05,Regular Air,8.6,Minnesota,11.35,55433,1,15.123199999999999,-0.39552475666525605,2012,8,5,31
Twentynine Palms,42,Tamara Willingham,Corporate,0.06,1,2012-08-04,11714,Critical,9,0.56,Office Supplies,Small Pack,Acme Galleria® Hot Forged Steel Scissors with Colored Handles,"Scissors, Rulers and Trimmers",-35.69,West,1619,141.83,2012-08-05,Regular Air,7.42,California,15.73,92277,1,8.5098,-0.2516392864697172,2012,8,5,31
Pasco,42,Victoria Brennan,Small Business,0.1,1,2012-08-04,37319,Critical,37,0.59,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,-37.11,West,5248,388.9,2012-08-06,Regular Air,4.5,Washington,10.89,99301,2,38.89,-0.09542298791463101,2012,8,5,31
Depew,42,Sarah Brown,Consumer,0.01,1,2012-08-04,57504,Not Specified,44,0.36,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,160.02,East,8054,357.48,2012-08-07,Regular Air,1.39,New York,7.64,14043,3,3.5748,0.4476334340382679,2012,8,5,31
South Burlington,42,Deanra Eno,Corporate,0.0,1,2012-08-05,33090,Medium,26,0.57,Office Supplies,Small Box,"Companion Letter/Legal File, Black",Storage & Organization,63.41,East,4646,1033.93,2012-08-06,Regular Air,12.9,Vermont,37.76,5403,1,0.0,0.061329103517646255,2012,8,6,31
Fitchburg,42,Michael Dominguez,Home Office,0.04,1,2012-08-05,23333,Medium,44,0.52,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,-21.65,Central,3259,634.12,2012-08-06,Regular Air,6.75,Wisconsin,14.42,53713,1,25.364800000000002,-0.03414180281334763,2012,8,6,31
Lake In The Hills,42,Nicole Hansen,Small Business,0.08,1,2012-08-05,20007,Not Specified,49,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-46.25,Central,2768,82.61,2012-08-06,Regular Air,1.57,Illinois,1.68,60102,1,6.6088000000000005,-0.559859581164508,2012,8,6,31
Canton,42,Justin Hirsh,Consumer,0.01,1,2012-08-05,34435,Low,42,0.6,Office Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,40.92,Central,4843,447.36,2012-08-07,Regular Air,2.89,Michigan,10.48,48187,2,4.4736,0.09146995708154507,2012,8,6,31
Fitchburg,42,Michael Dominguez,Home Office,0.04,1,2012-08-05,23333,Medium,32,0.36,Office Supplies,Small Box,Xerox 1903,Paper,-69.29,Central,3260,196.84,2012-08-07,Regular Air,5.79,Wisconsin,5.98,53713,2,7.873600000000001,-0.35201178622231255,2012,8,6,31
University City,42,Ivan Gibson,Corporate,0.07,1,2012-08-06,25638,High,12,0.39,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,23.53,Central,3597,115.45,2012-08-07,Regular Air,2.06,MO,10.06,63130,1,8.0815,0.20381117366825466,2012,8,0,32
Pittsburg,42,Dennis Bolton,Small Business,0.07,1,2012-08-06,39367,Critical,45,0.38,Office Supplies,Small Box,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Binders and Binder Accessories,-146.97,Central,5562,177.88,2012-08-07,Regular Air,5.04,Kansas,4.13,66762,1,12.451600000000001,-0.8262311670789296,2012,8,0,32
University City,42,Ivan Gibson,Corporate,0.02,1,2012-08-06,25638,High,31,0.66,Technology,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,-108.55,Central,3596,163.89,2012-08-07,Regular Air,4.93,MO,4.89,63130,1,3.2777999999999996,-0.6623344926475075,2012,8,0,32
Clovis,42,Maria Etezadi,Home Office,0.01,1,2012-08-06,44995,High,46,0.56,Technology,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Telephones and Communication,132.786,West,6348,1219.2485,2012-08-07,Regular Air,8.59,New Mexico,28.99,88101,1,12.192485,0.10890806919180135,2012,8,0,32
Pittsburg,42,Dennis Bolton,Small Business,0.0,1,2012-08-06,39367,Critical,30,0.37,Office Supplies,Small Box,Ampad #10 Peel & Seel® Holiday Envelopes,Envelopes,5.9,Central,5563,139.59,2012-08-08,Regular Air,2.5,Kansas,4.48,66762,2,0.0,0.042266638011318865,2012,8,0,32
Mauldin,42,Meg Tillman,Small Business,0.01,1,2012-08-06,42309,Low,41,0.58,Office Supplies,Small Box,Kensington 6 Outlet Guardian Standard Surge Protector,Appliances,67.14,South,5963,854.23,2012-08-08,Regular Air,6.32,South Carolina,20.48,29662,2,8.542300000000001,0.07859709914191729,2012,8,0,32
Freeport,42,Jasper Cacioppo,Home Office,0.1,1,2012-08-06,49666,Low,46,0.56,Office Supplies,Small Pack,Acme® Preferred Stainless Steel Scissors,"Scissors, Rulers and Trimmers",-64.03,East,6951,259.25,2012-08-10,Express Air,3.6,New York,5.68,11520,4,25.925,-0.24698167791706846,2012,8,0,32
Newton,42,Anthony Johnson,Small Business,0.01,1,2012-08-06,29252,Low,9,0.37,Office Supplies,Small Box,Xerox 1995,Paper,-15.44,Central,4111,65.81,2012-08-10,Regular Air,5.19,Iowa,6.48,50208,4,0.6581,-0.2346148001823431,2012,8,0,32
Mauldin,42,Meg Tillman,Small Business,0.09,1,2012-08-06,42309,Low,26,0.82,Office Supplies,Wrap Bag,"Super Bands, 12/Pack",Rubber Bands,-58.83,South,5964,47.91,2012-08-11,Regular Air,2.58,South Carolina,1.86,29662,5,4.3119,-1.2279273638071384,2012,8,0,32
Menlo Park,42,Paul Van Hugh,Consumer,0.06,1,2012-08-07,57381,High,22,0.83,Office Supplies,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,-13.86,West,8033,41.65,2012-08-07,Regular Air,0.7,California,1.98,94025,0,2.4989999999999997,-0.33277310924369746,2012,8,1,32
Menlo Park,42,Paul Van Hugh,Consumer,0.1,1,2012-08-07,57381,High,13,0.35,Office Supplies,Small Box,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Binders and Binder Accessories,171.4025,West,8032,515.23,2012-08-08,Regular Air,2.99,California,41.94,94025,1,51.523,0.33267181647031424,2012,8,1,32
Pasco,42,Victoria Brennan,Small Business,0.06,1,2012-08-07,38886,High,26,0.52,Office Supplies,Wrap Bag,Turquoise Lead Holder with Pocket Clip,Pens & Art Supplies,27.47,West,5474,172.01,2012-08-09,Express Air,1.56,Washington,6.7,99301,2,10.320599999999999,0.15970001744084647,2012,8,1,32
East Chicago,42,Christopher Schild,Corporate,0.08,1,2012-08-07,53410,Critical,44,0.43,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,-253.11,Central,7480,642.8,2012-08-09,Regular Air,13.32,Indiana,14.81,46312,2,51.424,-0.39376166770379595,2012,8,1,32
Fayetteville,42,Janet Lee,Consumer,0.07,1,2012-08-09,17927,Medium,42,0.65,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,-42.1,South,2464,865.21,2012-08-10,Regular Air,5.99,North Carolina,20.95,28314,1,60.56470000000001,-0.048658707134684065,2012,8,3,32
Dubuque,42,Marina Lichtenstein,Corporate,0.08,1,2012-08-09,48388,High,3,0.39,Office Supplies,Small Box,Binder Posts,Binders and Binder Accessories,-13.3285,Central,6791,21.64,2012-08-11,Regular Air,5.01,Iowa,5.74,52001,2,1.7312,-0.6159195933456562,2012,8,3,32
Sioux Falls,42,Paul Prost,Corporate,0.1,1,2012-08-09,3136,Not Specified,8,0.58,Office Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",Pens & Art Supplies,-38.89,Central,461,238.74,2012-08-11,Regular Air,8.99,South Dakota,30.98,57103,2,23.874000000000002,-0.16289687526179106,2012,8,3,32
Burke,42,Jim Epp,Small Business,0.1,1,2012-08-09,39521,Low,28,0.39,Office Supplies,Small Box,Avery 491,Labels,31.27,South,5578,112.35,2012-08-13,Regular Air,0.99,Virginia,4.13,22015,4,11.235,0.2783266577659101,2012,8,3,32
Allen Park,42,Gene Hale,Consumer,0.01,1,2012-08-10,45731,Critical,19,0.37,Office Supplies,Small Box,Xerox 1894,Paper,-30.06,Central,6432,146.63,2012-08-11,Express Air,6.22,Michigan,6.48,48101,1,1.4663,-0.20500579690377138,2012,8,4,32
Seattle,42,Brendan Sweed,Consumer,0.01,1,2012-08-10,10464,Critical,23,0.36,Office Supplies,Small Box,Xerox 1897,Paper,-69.07,West,1450,121.73,2012-08-11,Regular Air,6.07,Washington,4.98,98115,1,1.2173,-0.567403269530929,2012,8,4,32
Horn Lake,42,Jennifer Jackson,Home Office,0.03,1,2012-08-10,48327,Not Specified,14,0.68,Technology,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,-44.82,South,6786,89.93,2012-08-12,Regular Air,3.85,Mississippi,5.98,38637,2,2.6979,-0.4983876348270877,2012,8,4,32
Idaho Falls,42,Shaun Chance,Corporate,0.08,1,2012-08-10,54949,Low,32,0.36,Office Supplies,Small Box,Xerox 1930,Paper,-94.59,West,7664,210.94,2012-08-15,Regular Air,6.81,Idaho,6.48,83402,5,16.8752,-0.4484213520432351,2012,8,4,32
Chambersburg,42,Fred Wasserman,Home Office,0.07,1,2012-08-10,21636,Low,6,0.68,Office Supplies,Small Box,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage & Organization,-24.44,East,3005,40.06,2012-08-15,Regular Air,4.69,Pennsylvania,5.98,17201,5,2.8042000000000002,-0.6100848726909636,2012,8,4,32
Idaho Falls,42,Shaun Chance,Corporate,0.09,1,2012-08-10,54949,Low,7,0.78,Office Supplies,Jumbo Drum,"Tennsco Lockers, Gray",Storage & Organization,-293.74,West,7665,192.02,2012-08-17,Delivery Truck,53.03,Idaho,20.98,83402,7,17.2818,-1.529736485782731,2012,8,4,32
Chambersburg,42,Fred Wasserman,Home Office,0.0,1,2012-08-10,21636,Low,16,0.38,Office Supplies,Small Box,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,-52.647,East,3004,376.65,2012-08-17,Express Air,15.1,Pennsylvania,22.38,17201,7,0.0,-0.13977698128235763,2012,8,4,32
Weatherford,42,Gary Mitchum,Consumer,0.1,1,2012-08-11,20709,High,4,0.39,Office Supplies,Small Box,Avery 491,Labels,-2.06,Central,2870,16.6,2012-08-11,Regular Air,0.99,Texas,4.13,76086,0,1.6600000000000001,-0.12409638554216866,2012,8,5,32
Flint,42,Liz Price,Corporate,0.01,1,2012-08-11,20389,High,24,0.52,Furniture,Small Pack,Ultra Door Pull Handle,Office Furnishings,-30.42,Central,2825,270.39,2012-08-13,Regular Air,7.94,Michigan,10.52,48505,2,2.7039,-0.11250416065682904,2012,8,5,32
Flint,42,Liz Price,Corporate,0.02,1,2012-08-11,20389,High,30,0.4,Office Supplies,Small Box,Xerox 1920,Paper,-107.37,Central,2826,201.35,2012-08-13,Express Air,7.5,Michigan,5.98,48505,2,4.027,-0.5332505587285821,2012,8,5,32
Weatherford,42,Gary Mitchum,Consumer,0.04,1,2012-08-11,20709,High,5,0.39,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,2.98,Central,2871,25.1,2012-08-13,Regular Air,0.49,Texas,4.98,76086,2,1.004,0.11872509960159362,2012,8,5,32
Tualatin,42,Claire Good,Home Office,0.03,1,2012-08-11,56163,Not Specified,3,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,-14.47,West,7856,119.9,2012-08-13,Regular Air,5.08,Oregon,37.94,97062,2,3.597,-0.1206839032527106,2012,8,5,32
Manhattan Beach,42,Brad Thomas,Corporate,0.0,1,2012-08-12,55330,Medium,49,0.43,Furniture,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",Office Furnishings,141.17,West,7721,633.91,2012-08-12,Regular Air,5.16,California,12.58,90266,0,0.0,0.2226972283131675,2012,8,6,32
Hickory,42,Liz Carlisle,Corporate,0.07,1,2012-08-13,18049,Medium,10,0.36,Office Supplies,Small Box,Xerox 1983,Paper,-22.57,South,2481,65.52,2012-08-15,Regular Air,5.46,North Carolina,5.98,28601,2,4.5864,-0.34447496947496953,2012,8,0,33
Oakdale,42,Steve Carroll,Consumer,0.09,1,2012-08-14,29956,Critical,48,0.57,Office Supplies,Wrap Bag,Newell 307,Pens & Art Supplies,-12.95,Central,4213,80.33,2012-08-15,Regular Air,0.83,Minnesota,1.82,55128,1,7.229699999999999,-0.16121000871405453,2012,8,1,33
Pullman,42,Yoseph Carroll,Consumer,0.08,1,2012-08-14,11840,Critical,43,0.37,Office Supplies,Small Box,Ampad #10 Peel & Seel® Holiday Envelopes,Envelopes,-6.24,West,1635,181.5,2012-08-15,Regular Air,2.5,Washington,4.48,99163,1,14.52,-0.0343801652892562,2012,8,1,33
Oakland,42,Berenike Kampe,Corporate,0.03,1,2012-08-14,42343,Critical,31,0.36,Office Supplies,Small Box,Xerox 1893,Paper,230.37,West,5973,1311.68,2012-08-15,Regular Air,17.48,California,40.99,94601,1,39.3504,0.17562972676262503,2012,8,1,33
Pikesville,42,Barry Gonzalez,Small Business,0.01,1,2012-08-14,37760,High,18,0.52,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,10.74,East,5302,157.85,2012-08-15,Regular Air,1.99,Maryland,8.33,21208,1,1.5785,0.06803927779537536,2012,8,1,33
Conroe,42,Jim Mitchum,Consumer,0.04,1,2012-08-14,14115,Not Specified,24,0.53,Furniture,Small Box,Eldon® 200 Class™ Desk Accessories,Office Furnishings,-38.38,Central,1976,158.78,2012-08-16,Regular Air,5.41,Texas,6.28,77301,2,6.3512,-0.24171810051643786,2012,8,1,33
New Bern,42,MaryBeth Skach,Home Office,0.05,1,2012-08-14,41636,Critical,25,0.57,Office Supplies,Small Pack,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Pens & Art Supplies,-47.28,South,5870,423.15,2012-08-16,Regular Air,7.78,North Carolina,16.98,28560,2,21.1575,-0.11173342786246013,2012,8,1,33
Fort Lauderdale,42,Mick Crebagga,Home Office,0.05,1,2012-08-14,6406,Critical,43,0.55,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",-70.8,South,892,92.63,2012-08-16,Regular Air,2.56,Florida,2.08,33311,2,4.6315,-0.7643312101910829,2012,8,1,33
Addison,42,Toby Braunhardt,Corporate,0.1,1,2012-08-15,34177,High,26,0.38,Office Supplies,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,Labels,73.18,Central,4804,172.76,2012-08-16,Regular Air,0.49,Illinois,7.31,60101,1,17.276,0.4235934244037972,2012,8,2,33
Hoboken,42,Julie Kriz,Corporate,0.03,1,2012-08-15,56260,Not Specified,34,0.37,Office Supplies,Small Box,Xerox 216,Paper,-139.66,East,7866,223.76,2012-08-16,Regular Air,7.91,New Jersey,6.48,7030,1,6.7128,-0.6241508759385056,2012,8,2,33
Rome,42,Maya Herman,Corporate,0.02,1,2012-08-15,15751,Critical,37,0.39,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,89.65,South,2187,189.6,2012-08-16,Regular Air,0.49,Georgia,4.98,30161,1,3.792,0.4728375527426161,2012,8,2,33
Addison,42,Toby Braunhardt,Corporate,0.1,1,2012-08-15,34177,High,50,0.81,Technology,Wrap Bag,Accessory37,Telephones and Communication,-83.952,Central,4805,853.162,2012-08-16,Regular Air,2.5,Illinois,20.99,60101,1,85.31620000000001,-0.09840100707720222,2012,8,2,33
Rome,42,Maya Herman,Corporate,0.01,1,2012-08-15,15751,Critical,21,0.83,Technology,Small Pack,Accessory15,Telephones and Communication,-26.048,South,2188,397.732,2012-08-16,Regular Air,0.99,Georgia,20.99,30161,1,3.97732,-0.06549133587440788,2012,8,2,33
Roselle,42,Aaron Hawkins,Home Office,0.06,1,2012-08-15,26949,Critical,48,0.45,Furniture,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,-103.48,East,3776,460.69,2012-08-17,Regular Air,7.29,New Jersey,9.48,7203,2,27.641399999999997,-0.22461959235060452,2012,8,2,33
Hays,42,Sarah Foster,Corporate,0.07,1,2012-08-15,50310,Medium,42,0.56,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,520.41,Central,7051,1811.3,2012-08-17,Express Air,4.62,Kansas,42.98,67601,2,126.79100000000001,0.28731297962789154,2012,8,2,33
Hays,42,Sarah Foster,Corporate,0.03,1,2012-08-15,50310,Medium,22,0.6,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,34.03,Central,7053,482.37,2012-08-17,Regular Air,4.0,Kansas,20.95,67601,2,14.4711,0.07054750502726123,2012,8,2,33
Addison,42,Toby Braunhardt,Corporate,0.02,1,2012-08-15,34177,High,13,0.39,Office Supplies,Small Box,Avery 494,Labels,9.47,Central,4803,34.42,2012-08-18,Regular Air,0.5,Illinois,2.61,60101,3,0.6884,0.27513073794305637,2012,8,2,33
Las Vegas,42,Chloris Kastensmidt,Consumer,0.07,1,2012-08-15,38598,Low,24,0.37,Furniture,Small Pack,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Office Furnishings,113.98,West,5434,324.97,2012-08-20,Regular Air,4.95,Nevada,13.4,89115,5,22.747900000000005,0.3507400683139982,2012,8,2,33
Las Vegas,42,Chloris Kastensmidt,Consumer,0.01,1,2012-08-15,38598,Low,27,0.38,Technology,Medium Box,"210 Trimline Phone, White",Office Machines,-70.5222,West,5435,451.52,2012-08-22,Regular Air,11.28,Nevada,15.99,89115,7,4.5152,-0.15618843019135364,2012,8,2,33
Twentynine Palms,42,Tamara Willingham,Corporate,0.05,1,2012-08-16,37830,Not Specified,39,0.56,Office Supplies,Small Box,"BOSTON® Ranger® #55 Pencil Sharpener, Black",Pens & Art Supplies,148.89,West,5322,977.92,2012-08-18,Express Air,5.37,California,25.99,92277,2,48.896,0.15225171793193717,2012,8,3,33
Gresham,42,Adam Shillingsburg,Corporate,0.05,1,2012-08-16,46469,Critical,18,0.38,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,-35.36,West,6532,93.26,2012-08-18,Regular Air,4.7,Oregon,4.98,97030,2,4.663,-0.37915505039674025,2012,8,3,33
Waterville,42,Janet Martin,Corporate,0.1,1,2012-08-16,29346,Low,2,0.35,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,-16.15,East,4127,29.06,2012-08-20,Regular Air,6.97,Maine,11.58,4901,4,2.906,-0.5557467309015829,2012,8,3,33
Bartlesville,42,Jas O'Carroll,Home Office,0.04,1,2012-08-17,55840,Medium,11,0.38,Office Supplies,Small Box,Xerox 190,Paper,-25.21,Central,7804,59.03,2012-08-17,Regular Air,4.86,Oklahoma,4.98,74006,0,2.3612,-0.42707098085719125,2012,8,4,33
Keller,42,Naresj Patel,Corporate,0.03,1,2012-08-17,40647,High,47,0.36,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,267.1,Central,5729,1982.16,2012-08-18,Regular Air,19.99,Texas,40.99,76248,1,59.4648,0.13475198773055658,2012,8,4,33
Durango,42,Maribeth Dona,Home Office,0.03,1,2012-08-18,2790,High,15,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,8.48,West,411,330.24,2012-08-19,Express Air,5.53,Colorado,22.01,81301,1,9.9072,0.02567829457364341,2012,8,5,33
